,gender,familyname,givenname,picture,email,occupation,birth_date,birth_country,company,street,city,zip,region,region_abbr,country,phone_code,phone,picture_url,picture_thumb,description,picture_url_local,picture_thumb_local,birth_continent,continent
<Montserrat_Carulla>,f,Carulla,Montserrat,Montserrat Carulla - 001.jpg,mcarulla@alice.it,software engineer,1948-05-19,Spain,Kirloskar Group,356 Mustang Drive,Grapevine,76051,Texas,TX,United States,1,7366331359,https://upload.wikimedia.org/wikipedia/commons/5/52/Montserrat_Carulla_-_001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Montserrat_Carulla_-_001.jpg/250px-Montserrat_Carulla_-_001.jpg,"Montserrat Carulla i Ventura (born 1930) is a Catalan actress.Coming from the amateur theatre, she completed her training with courses at the Institut del Teatre de Barcelona (Barcelona Theatre Institute) at the end of the 1940s. However, it was not until 1960 that she began to work in the professional theatre with Soparem a casa (We'll Dine at Home), by Josep Maria de Sagarra. After two seasons in Madrid, she returned to Barcelona in 1964.",00896.jpg,00899.jpg,Europe,North America
<Jennifer_Piot>,f,Piot,Jennifer,2017 Audi FIS Ski Weltcup Garmisch-Partenkirchen Damen - Jennifer Piot - by 2eight - 8SC0268.jpg,jennifer-piot@gmx.de,programmer,1995-01-09,France,Daewoo Shipbuilding & Marine Engineering,333 Bedford Avenue,Brooklyn,11210,New York,NY,United States,1,7861275466,https://upload.wikimedia.org/wikipedia/commons/6/6b/2017_Audi_FIS_Ski_Weltcup_Garmisch-Partenkirchen_Damen_-_Jennifer_Piot_-_by_2eight_-_8SC0268.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/2017_Audi_FIS_Ski_Weltcup_Garmisch-Partenkirchen_Damen_-_Jennifer_Piot_-_by_2eight_-_8SC0268.jpg/250px-2017_Audi_FIS_Ski_Weltcup_Garmisch-Partenkirchen_Damen_-_Jennifer_Piot_-_by_2eight_-_8SC0268.jpg,"Jennifer Piot (born 24 March 1992) is a French alpine ski racer.
She competed at the 2015 World Championships in Beaver Creek, USA, in the Super-G.",00897.jpg,00900.jpg,Europe,North America
<Mackenzie_Meehan>,f,Meehan,Mackenzie,,m.meehan@wanadoo.fr,financier,1969-06-12,United States,WABCO Vehicle Control Systems,190 San Bernardo Avenue,Laredo,78040,Texas,TX,United States,1,2775573419,,,,,,North America,North America
<Sue_Golding>,f,Golding,Sue,SueGolding_at_VirtualFutures2.jpg,golding7445@hotmail.fr,painter,1952-07-21,United States,Telekom Malaysia,212 Parkview Church Road,Baton Rouge,70816,Louisiana,LA,United States,1,4971385341,https://upload.wikimedia.org/wikipedia/commons/a/ad/SueGolding_at_VirtualFutures2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/SueGolding_at_VirtualFutures2.jpg/250px-SueGolding_at_VirtualFutures2.jpg,"Johnny Golding (also known as Sue Golding) is Professor of Philosophy & Fine Art, and senior tutor at the Royal College of Art, London, UK. Golding's work deals with the onto-epistemological nuances of radical matter: artificial and distributed intelligence, embodiment, and the ethical-political. Golding is Philosopher-in-Residence at the Royal Academy, London (2019). Golding also leads the PHD Research Lab: Entanglement, which includes 25 PHD researchers; co-led with artist Meg Rahaim. Most recently the lab-produced: 'Entanglement: Just Gaming' - a mixed-media approach to consciousness, poetics, warfare, and risk set across several social platforms (including Vimeo, SoundCloud, YouTube, TikTok, Instagram). From 2012-16, Johnny was Director of the Centre for Fine Art Research (CFAR) at Birmingham School of Art (Birmingham City University), and from 2009-2012 Director of the Institute for the Converging Arts and Sciences (ICAS) at the University of Greenwich and Head of Theory at the Jan van Eyck Akademie in Maastricht (1998–2003)..",00898.jpg,00901.jpg,North America,North America
<Carolyn_Stotesbery>,f,Stotesbery,Carolyn,Carolyn_Stotesbery.jpeg,c.stotesbery@zoho.com,photographer,2007-08-03,United States,Çalık Holding,263 Thatcher Blvd.,Safford,85546,Arizona,AZ,United States,1,8971343828,https://upload.wikimedia.org/wikipedia/commons/4/49/Carolyn_Stotesbery.jpeg,https://upload.wikimedia.org/wikipedia/commons/4/49/Carolyn_Stotesbery.jpeg,"Carolyn Stotesbery-Levens (née Stotesbery) is an American actress, writer, and producer best known for portraying the character Pamela Richardson on the TNT drama Agent X and her acting roles in Grey Lady and Castle.",00022.jpeg,00022.jpeg,North America,North America
<Lisa_Bjurwald>,f,Bjurwald,Lisa,Lisa Bjurwald 001.jpg,donedi151@yahoo.fr,software engineer,1935-12-10,Sweden,Enel,277 boulevard Périer,Marseille,13001,Provence-Alpes-Côte d'Azur,,France,33,932781958,https://upload.wikimedia.org/wikipedia/commons/4/4e/Lisa_Bjurwald_001.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Lisa_Bjurwald_001.jpg/250px-Lisa_Bjurwald_001.jpg,"Lisa Bjurwald (born 24 December 1978) is a Swedish journalist and writer. She has worked for Expo between 2006 and 2011, she was editorial writer for Svenska Dagbladet in 2007 and Dagens Nyheter between 2008 and 2009. She has also been a writer for Expressen newspaper. 2011-2017 she was part-owner and editor at Medievärlden.
In 2010, one of her reports won the European parliament journalist prize.  In 2013 she received the Teskedsordens book prize for her book Skrivbordskrigarna - Hur extrema krafter utnyttjar internet.In an editorial for Dagens Nyheter in the Summer of 2008 she criticized the Swedish blog world. Bjurwalds has written a chapter called ""Låt SVT börja om på ruta ett – och lära av BBC:s öppenhet"" in the Timbro magazine antologhy Varför public service? in 2008. She has also written the Timbro-report Den ömtåliga plantan about SVT.",00899.jpg,00902.jpg,Europe,Europe
<Sue_C._Payton>,f,Payton,Sue,Sue C Payton.jpg,tatino017@hotmail.fr,ornithologist,1993-06-06,United States,OP Financial Group,227 S 400 W,Orem,84058,Utah,UT,United States,1,9372138125,https://upload.wikimedia.org/wikipedia/commons/1/16/Sue_C_Payton.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Sue_C_Payton.jpg/250px-Sue_C_Payton.jpg,"Sue Carol Payton (born September 29, 1950) was United States Assistant Secretary of the Air Force (Acquisition) from 2006 to 2010. She was born in Champaign, Illinois.",00900.jpg,00903.jpg,North America,North America
<Summer_Britcher>,f,Britcher,Summer,Luge world cup Oberhof 2016 by Stepro IMG 6671 LR5.jpg,summerbritcher550@hotmail.fr,oceanographer,1941-09-05,United States,Maxtor,78 Ridgeside Drive,Dallas,75244,Texas,TX,United States,1,5958774325,https://upload.wikimedia.org/wikipedia/commons/e/e5/Luge_world_cup_Oberhof_2016_by_Stepro_IMG_6671_LR5.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Luge_world_cup_Oberhof_2016_by_Stepro_IMG_6671_LR5.jpg/250px-Luge_world_cup_Oberhof_2016_by_Stepro_IMG_6671_LR5.jpg,"Summer Britcher (born March 21, 1994) is an American luger who earned a place on the Olympic team to compete at the 2014 Winter Olympics.",00901.jpg,00904.jpg,North America,North America
<Ginevra_Sforza>,f,Sforza,Ginevra,Ginevrasforza.jpg,ginevra.sforza@sbcglobal.net,preacher,1949-03-17,Italy,Maple Leaf Foods,95-1200 Meheula Parkway,Mililani,96789,Hawaii,HI,United States,1,2566324464,https://upload.wikimedia.org/wikipedia/commons/c/c9/Ginevrasforza.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Ginevrasforza.jpg/250px-Ginevrasforza.jpg,"Ginevra Sforza (1440 – 16 May 1507) was the wife and counselor of Giovanni II Bentivoglio, lord of Bologna.",00902.jpg,00905.jpg,Europe,North America
<Lucie_Durbiano>,f,Durbiano,Lucie,Lucie Durbiano 20100411 BD-Aix 1.jpg,nasomi@qq.com,lawyer,1977-01-25,France,Grupo Aval Acciones y Valores,192 rue Sainte-Anne,Dijon,21000,Bourgogne-Franche-Comté,,France,33,554692365,https://upload.wikimedia.org/wikipedia/commons/f/f6/Lucie_Durbiano_20100411_BD-Aix_1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Lucie_Durbiano_20100411_BD-Aix_1.jpg/250px-Lucie_Durbiano_20100411_BD-Aix_1.jpg,"Lucie Durbiano (born 12 October 1969) is a French comic book artist and illustrator.
She was born in Castelsarrasin and grew up in the south of France. She studied art at the Villa Arson in Nice and then at the École supérieure des arts décoratifs de Strasbourg. She began working as an illustrator of children's books in 1999. She has also contributed to magazines such as Pomme d'Api, Toboggan and Astrapi. She began working with comics in 2001, contributing to the Tohu Revue collection. Her strip Les Super Super with Laurence Gillot appears in Astrapi and has been published in book form. Durbiano also provided the drawings for the graphic novel 'adaptation of 'Quatre Saison by Malika Ferdjoukh in the magazine Je Bouquine.",00903.jpg,00906.jpg,Europe,Europe
<Gabriella_Charlton>,f,Charlton,Gabriella,,gabriella-charlton@gmail.com,film historian,1950-05-27,India,Iberdrola,372 Mustang Drive,Grapevine,76051,Texas,TX,United States,1,9565898343,,,Gabriella Natalie Charlton is a former child artist seen in Tamil movie and TV shows. She made her first appearance on a TV show in the dance program. She also won the title Jodi No season 6.,,,Asia,North America
<Anna-Leena_Härkönen>,f,Härkönen,Anna-Leena,Anna-Leena Härkönen.jpg,annaleena.harkonen5529@yahoo.com,adjunct professor,1997-05-15,Finland,Vodafone,101 Van Horn Road,Brownstown,48134,Michigan,MI,United States,1,1845776443,https://upload.wikimedia.org/wikipedia/commons/4/4d/Anna-Leena_H%C3%A4rk%C3%B6nen.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Anna-Leena_H%C3%A4rk%C3%B6nen.jpg/250px-Anna-Leena_H%C3%A4rk%C3%B6nen.jpg,"Anna-Leena Härkönen (born 10 April 1965) is a Finnish writer and actress.
She was born in Liminka and studied acting at the college of drama and the University of Tampere's program of drama studies, which she concluded in 1989. She won the J. H. Erkko Award in 1984 for her debut novel Häräntappoase.
Currently Anna-Leena Härkönen lives in Helsinki and works as freelance writer; novelist and actress.
A few dramatic productions, including one movie, have been adapted from Härkönen's works. Häräntappoase was made into a six-part television series and stage productions in Turku and Kotka and summer 2010 in Pyynikin kesäteatteri in Tampere. Scriptwriter Tove Idström and director Claes Olsson made a full-length movie based on Akvaariorakkautta (""Aquarium Love"") which was released internationally as an art-house movie.",00904.jpg,00907.jpg,Europe,North America
<Sima_Wali>,f,Wali,Sima,Sima wali.jpg,wali7539@live.co.uk,financier,1967-03-11,Afghanistan,Ashland Inc.,333 boulevard de Port-Royal,Paris,75001,Île-de-France,,France,33,233144247,https://upload.wikimedia.org/wikipedia/commons/0/0b/Sima_wali.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Sima_wali.jpg/250px-Sima_wali.jpg,"Sima Wali (April 7, 1951 – September 22, 2017) was one of the foremost Afghan human rights advocates in the world, serving as an international campaigner for the liberties and empowerment of refugee and internally displaced populations. She was the Chief Executive Officer of Refugee Women in Development (RefWID), Inc., a global non-profit organization that advocated for the civil rights of refugee women and girls fleeing from conflict and for their equitable reintegration into their societies. She was also the vice president of the Sisterhood Is Global Institute, the world’s first feminist think tank.Wali said that her personal experience as a refugee of the Soviet-Afghan War inspired her fight for the human rights of uprooted populations. Her testimonies throughout her career before the United Nations, the United States Congress and the U.S. State Department led to the appropriation of millions of dollars supporting Afghan women-led NGOs and the participation of women in Afghanistan's nascent democracy.
She delivered the keynote address at the United Nations' celebration of International Women's Day in 2002, speaking alongside U.N. Secretary General Kofi Annan, First Lady Laura Bush, and Queen Noor of Jordan.
""For more than twenty years, I have waged my own jihad for social justice and peace, as the rights of my Afghan sisters have been systematically violated to the extent of rendering us as non-citizens in our own country. Afghan women have suffered heinous crimes against humanity, and need diplomatic and financial leverage from the international community to aid them in their fight to reclaim their rightful place in Afghan and international society."" -Sima Wali at the United Nations, 2002
She was also a speaker at the Ford Hall Forum in 1999 and 2009, and she has been a participant in the Dropping Knowledge project, among many other prestigious events and notable institutions.",00905.jpg,00908.jpg,Asia,Europe
<Marie_Robertson>,f,Robertson,Marie,Marie Robertson.jpg,m-robertson@tiscali.co.uk,biologist,1995-02-04,Sweden,Micro-Star International,402 Hardin Street,Saginaw,48602,Michigan,MI,United States,1,1349632793,https://upload.wikimedia.org/wikipedia/commons/4/43/Marie_Robertson.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Marie_Robertson.jpg/250px-Marie_Robertson.jpg,"Marie Charlotte  Robertson (born 14 April 1977) is a Swedish actress.  She was born in Sunne, Sweden.",00906.jpg,00909.jpg,Europe,North America
<Michelle_Wolff>,f,Wolff,Michelle,Michelle_Wolff_at_the_Abby.jpg,wolff02@gmail.com,pedagogical writer,2004-09-07,United States,Citroën,"196 South Rossmore Avenue, Hancock Park",Los Angeles,90004,California,CA,United States,1,2618362421,https://upload.wikimedia.org/wikipedia/en/0/0d/Michelle_Wolff_at_the_Abby.jpg,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/Michelle_Wolff_at_the_Abby.jpg/250px-Michelle_Wolff_at_the_Abby.jpg,"Michelle Wolff is an American actress best known for her role as ""Lou"" in the 2004 comedy film Mango Kiss and for her role as Brit on the here! Network series Dante's Cove.",00907.jpg,00910.jpg,North America,North America
<Nina_Eichinger>,f,Eichinger,Nina,Nina Eichinger 2014.jpg,eichinger@web.de,statistician,1998-08-03,Germany,Marine Harvest,123 N. Leclaire Avenue,Chicago,60641,Illinois,IL,United States,1,3963582148,https://upload.wikimedia.org/wikipedia/commons/8/82/Nina_Eichinger_2014.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Nina_Eichinger_2014.jpg/250px-Nina_Eichinger_2014.jpg,"Nina Eichinger (born 16 September 1981) is a German TV presenter and actress.
Eichinger was born in Munich, the daughter of film producer and director Bernd Eichinger. She was an MTV VJ and has been a jury member for Deutschland sucht den Superstar seasons 6 and 7. However, she missed the final of season 7 after being stuck in Los Angeles following flight restrictions as a result of the 2010 eruptions of Eyjafjallajökull. She also played roles in The Three Musketeers (2011 film), The Baader Meinhof Complex and other movies.",00908.jpg,00911.jpg,Europe,North America
<Margarita_Carrera>,f,Carrera,Margarita,Margaritacarrera1940.jpg,margarita.carrera@rocketmail.com,classical composer,1956-01-07,Guatemala,Viettel,384 West 3rd Street,Hoisington,67544,Kansas,KS,United States,1,6372587111,https://upload.wikimedia.org/wikipedia/commons/e/e4/Margaritacarrera1940.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Margaritacarrera1940.jpg/250px-Margaritacarrera1940.jpg,"Margarita Carrera Molina (16 September 1929 – 31 March 2018) was a Guatemalan philosopher, professor and writer. She was a member of the Academia Guatemalteca de la Lengua and the 1996 laureate of the Miguel Ángel Asturias National Prize in Literature.",00909.jpg,00912.jpg,Central America,North America
<Jane_Wenham-Jones>,f,Wenham-Jones,Jane,,jane-wenhamjones4003@yahoo.com,customs inspector,2010-07-23,England,Luxoft,392 N Madison St,Stockton,95202,California,CA,United States,1,7227261533,,,"Jane Wenham-Jones is an author, journalist, presenter, interviewer, creative writing tutor, and speaker who lives in Broadstairs, Kent, a town that appears in three of her novels.
She is a regular contributor to Woman's Weekly and Writing Magazine, and has previously written columns for the Isle of Thanet Gazette, Booktime and Woman’s Weekly Fiction Special.",,,Europe,North America
<Premini_Thanuskodi>,f,Thanuskodi,Premini,Premini.jpg,thanuskodi@hotmail.fr,musician,2016-01-05,Sri Lanka,Dongfeng Motor,296 avenue Mozart,Paris,75001,Île-de-France,,France,33,316899185,https://upload.wikimedia.org/wikipedia/en/8/8a/Premini.jpg,https://upload.wikimedia.org/wikipedia/en/8/8a/Premini.jpg,"Premini Thanuskodi  was a minority Sri Lankan Tamil women who was working as a Chief Accountant for Tamils Rehabilitation Organisation (TRO), a legally registered charity in Sri Lanka, when she was kidnapped on 30 June 2006 and was later raped and murdered. She was 25 years old. Premini was also an undergraduate at the Eastern university at Vantharumoolai.",00910.jpg,00913.jpg,Asia,Europe
<Margaret_Henley>,f,Henley,Margaret,Margaret Henley.png,m.henley@yahoo.com,game designer,2010-09-25,England,Quebecor World,237 Side Road,Prescott,86301,Arizona,AZ,United States,1,4535674173,https://upload.wikimedia.org/wikipedia/commons/6/61/Margaret_Henley.png,https://upload.wikimedia.org/wikipedia/commons/6/61/Margaret_Henley.png,"Margaret Emma Henley (4 September 1888 – 11 February 1894) was the daughter of William Ernest Henley and his wife Anna Henley (née Boyle). Margaret's friendship with J. M. Barrie, whom she called ""fwendy"" (i.e., ""friendy""), was the inspiration for the character Wendy Darling in Barrie's play Peter Pan; or, The Boy Who Wouldn't Grow Up (1904) and its novelisation Peter and Wendy (1911). She may also have served as the inspiration for Margaret Dearth, the protagonist's ""dream-child"" in Barrie's 1917 play Dear Brutus, and for Margaret, Wendy Darling's granddaughter, in Peter Pan. Margaret died at the age of five of cerebral meningitis. She was buried at the country estate of her father's friend, Henry Cust, in Cockayne Hatley, Bedfordshire. She was an only child.",00065.png,00083.png,Europe,North America
<Michelle_Regalado_Deatrick>,f,Deatrick,Michelle,,pefu@wanadoo.fr,psychologist,2004-04-28,United States,BSNL Mobile,387 S. 67th Ave.,Phoenix,85043,Arizona,AZ,United States,1,1277544924,,,"Michelle Regalado Deatrick is an American politician, activist, and poet.  Deatrick serves as the elected National Chair of the Democratic National Committee's Council on the Environment and Climate Crisis, which she founded in August, 2019. Deatrick also served as a surrogate and 2020 Michigan co-chair for the Bernie Sanders campaign. She served in the Peace Corps in East Africa, and as Vice Chair of the Washtenaw County Board of Commissioners. Elected to the Democratic National Committee in 2016, she was also elected Midwest Representative to the DNC Women's Caucus in 2018.  Deatrick was the Special Projects Director in Michigan for the 2016 Bernie Sanders presidential campaign,  and stumped for Former Secretary of State Hillary Rodham Clinton. She was a policy analyst at Stanford University. She is a graduate of Wesleyan University (Connecticut) and holds Master's degrees from Harvard University and the University of Michigan, Ann Arbor.  Deatrick is also a member of UAW Local 2320 and serves as a delegate to her regional labor federation. She serves on the Board of Directors of the Southeast Michigan Land Conservancy. In addition to her political work, she teaches writing workshops and has won several national poetry fellowships and awards.",,,North America,North America
<Deborah_Meadows>,f,Meadows,Deborah,Deborah Meadows.jpg,pumudi@yahoo.com.au,comedy author,1961-04-04,United States,Grameen Bank,152 allée du Grand Chêne,Portet-sur-Garonne,31120,Occitanie,,France,33,676164776,https://upload.wikimedia.org/wikipedia/commons/a/ac/Deborah_Meadows.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Deborah_Meadows.jpg/250px-Deborah_Meadows.jpg,Deborah Meadows (born 1956) is an American poet and playwright and essayist.,00911.jpg,00914.jpg,North America,Europe
<Berta_Collado>,f,Collado,Berta,Berta Collado.jpg,pomolu15@yahoo.com,physician,1982-03-15,Spain,Circuit City,184 rue de Silly,Boulogne-Billancourt,92100,Île-de-France,,France,33,367317316,https://upload.wikimedia.org/wikipedia/commons/d/db/Berta_Collado.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Berta_Collado.jpg/250px-Berta_Collado.jpg,"Berta Collado (Talavera de la Reina, Toledo, Spain, July 3, 1979) is a Spanish TV presenter and journalist. She grew up in Navalmoral de la Mata, Cáceres, Spain.",00912.jpg,00915.jpg,Europe,Europe
<Lumi_Cavazos>,f,Cavazos,Lumi,Lumi Cavazos.jpg,cavazos@bellsouth.net,research psychologist,1993-02-22,Mexico,Charoen Pokphand,250 W Lundberg St,Surprise,85388,Arizona,AZ,United States,1,1767676133,https://upload.wikimedia.org/wikipedia/commons/4/4c/Lumi_Cavazos.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Lumi_Cavazos.jpg/250px-Lumi_Cavazos.jpg,"Lumi Cavazos (born December 21, 1968) is a Mexican actress. Cavazos won Best Actress awards at the Tokyo Film Festival, and Brazil’s Festival de Gramado for her portrayal of ""Tita"" in Like Water for Chocolate. The film received the attention of US film critics and moviegoers, and facilitated her entry into the American film industry. She subsequently relocated to Los Angeles.",00913.jpg,00916.jpg,Central America,North America
<Jane_Caplan>,f,Caplan,Jane,Jane_Caplan.jpg,jane-caplan@hotmail.com,detective,1998-04-15,United Kingdom,Gazprombank,178 place des Halles,Strasbourg,67000,Grand Est,,France,33,386413975,https://upload.wikimedia.org/wikipedia/commons/4/4e/Jane_Caplan.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Jane_Caplan.jpg/250px-Jane_Caplan.jpg,"Jane Caplan is an academic and historian specialising in Nazi Germany and the history of the documentation of individual identity. She is currently Visiting Professor at Birkbeck, University of London, Visiting Professor of History at Gresham College and Emeritus Fellow at St. Antony’s College, University of Oxford.",00914.jpg,00917.jpg,Europe,Europe
<Anna_Nahirna>,f,Nahirna,Anna,Tour féminin international de l'Ardèche 2016 - stage 3 - Anna Nahirna.jpg,a-nahirna@orange.fr,model,1967-05-02,Ukraine,Chevron Corporation,318 South Broadway,Center,81125,Colorado,CO,United States,1,2147158576,https://upload.wikimedia.org/wikipedia/commons/3/36/Tour_f%C3%A9minin_international_de_l%27Ard%C3%A8che_2016_-_stage_3_-_Anna_Nahirna.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Tour_f%C3%A9minin_international_de_l%27Ard%C3%A8che_2016_-_stage_3_-_Anna_Nahirna.jpg/250px-Tour_f%C3%A9minin_international_de_l%27Ard%C3%A8che_2016_-_stage_3_-_Anna_Nahirna.jpg,"Anna Yuriyivna Nahirna (Ukrainian: Анна Юріївна Нагірна; born 30 September 1988) is a Ukrainian road and track cyclist, who currently rides for UCI Women's Continental Team Lviv Cycling Team. She participated at the 2012 UCI Road World Championships.",00915.jpg,00918.jpg,Europe,North America
<Elin_Karolina_Svensson>,f,Svensson,Elin,ElinSvensson.jpg,elin-svensson@hotmail.fr,intelligence analyst,1969-03-24,Sweden,Al Ghurair Investment,364 rue Bautain,Strasbourg,67000,Grand Est,,France,33,516279879,https://upload.wikimedia.org/wikipedia/commons/6/6f/ElinSvensson.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/ElinSvensson.jpg/250px-ElinSvensson.jpg,Elin Karolina Svensson (25 November 1879–?) was a Swedish missionary. She served with the Mission Union of Sweden in Chinese Turkestan (present day Xinjiang).,00916.jpg,00919.jpg,Europe,Europe
<Solveig_Sundbø_Abrahamsen>,f,Abrahamsen,Solveig,,abrahamsen183@yahoo.com.br,essayist,1999-04-09,Norway,Cintas,33 Dove Avenue,McAllen,78504,Texas,TX,United States,1,7779778748,,,"Solveig Sundbø Abrahamsen (born 13 September 1963) is a Norwegian politician for the Conservative Party. She was elected as deputy to the Parliament of Norway from Telemark in 2013. She meets as deputy for Torbjørn Røe Isaksen, and is member of the Standing Committee on Finance and Economic Affairs.",,,Europe,North America
<Aziza_Sbaity>,f,Sbaity,Aziza,Aziza Sbaity.JPG,sbaity@yahoo.com,judge,1941-08-19,Lebanon,Beiersdorf,212 Mike Munchak Way,Scranton,18508,Pennsylvania,PA,United States,1,1154141145,https://upload.wikimedia.org/wikipedia/commons/1/15/Aziza_Sbaity.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Aziza_Sbaity.JPG/250px-Aziza_Sbaity.JPG,Aziza Sbaity (born 17 November 1991) is a Lebanese sprinter. She represented  her country at one outdoor and two indoor World Championships.,00917.jpg,00920.jpg,Asia,North America
<Ellen_Spiro>,f,Spiro,Ellen,Spiro-Portrait.jpg,e-spiro@zonnet.nl,film producer,1996-07-31,United States,Endesa,82 Craft Road,Olive Branch,38654,Mississippi,MS,United States,1,8527197887,https://upload.wikimedia.org/wikipedia/commons/c/c0/Spiro-Portrait.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Spiro-Portrait.jpg/250px-Spiro-Portrait.jpg,"Ellen Spiro is an Emmy Award-winning American documentary filmmaker.Spiro is Professor Emerita at the University of Texas at Austin Department of Radio-Television-Film where she taught graduate and undergraduate courses in documentary, experimental film and music film production. She is currently a Visiting Professor at the University of CA at Berkeley.",00918.jpg,00921.jpg,North America,North America
<Kaaron_Warren>,f,Warren,Kaaron,Kaaron Warren.jpg,kaaron-warren@bol.com.br,comedy author,1947-12-22,Australia,Dunnes Stores,34 NBC Drive,Loysburg,16659,Pennsylvania,PA,United States,1,5578815379,https://upload.wikimedia.org/wikipedia/commons/a/a2/Kaaron_Warren.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Kaaron_Warren.jpg/250px-Kaaron_Warren.jpg,"Kaaron Warren is an Australian author of horror, science fiction, and fantasy short stories and novels.
She is the author of the short story collections Through Splintered Walls, The Grinding House, and Dead Sea Fruit. Her short stories have won Australian Shadows Awards, Ditmar Awards and Aurealis Awards.Her four novels, are Slights, Walking the Tree and Mistification (published by Angry Robot Books) and The Grief Hole (published by IFWG).
Kaaron was Special Guest at the 2013 Australian National Science Fiction Convention.",00919.jpg,00922.jpg,Oceania,North America
<Frances_Tipton_Hunter>,f,Hunter,Frances,File:FrancesTiptonHunter1921.tif,hunter46@arcor.de,astronomer,1940-03-27,United States,Rakuten,100 rue Fabert,Paris,75001,Île-de-France,,France,33,739612763,https://upload.wikimedia.org/wikipedia/commons/5/58/FrancesTiptonHunter1921.tif,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/FrancesTiptonHunter1921.tif/lossless-page1-250px-FrancesTiptonHunter1921.tif.png,"Frances Tipton Hunter (September 1, 1896 – March 3, 1957) was an illustrator who created covers for The Saturday Evening Post and many other magazines between the 1920s and 1950s. Her work is very similar in 
style to that of  Norman Rockwell.",00004.tif,00084.png,North America,Europe
<Mikala_Münter_Gundersen>,f,Gundersen,Mikala,Mikala Münter Gundersen - Grand Prix Special.jpg,mikalagundersen@planet.nl,programmer,2006-05-27,Denmark,Konica Minolta,440 Springside Avenue,Downers Grove,60516,Illinois,IL,United States,1,2339131544,https://upload.wikimedia.org/wikipedia/commons/7/70/Mikala_M%C3%BCnter_Gundersen_-_Grand_Prix_Special.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Mikala_M%C3%BCnter_Gundersen_-_Grand_Prix_Special.jpg/250px-Mikala_M%C3%BCnter_Gundersen_-_Grand_Prix_Special.jpg,,00920.jpg,00923.jpg,Europe,North America
<Jadwiga_Szubartowicz>,f,Szubartowicz,Jadwiga,,bima1550@aol.com,editor,1967-12-29,Poland,Laing O'Rourke,226 South 1300 East Street,Murray,84121,Utah,UT,United States,1,6244148366,,,,,,Europe,North America
<Hen_Yanni>,f,Yanni,Hen,Hen Yanni by Daniel Kaminsky.jpg,hen.yanni79@hotmail.fr,legal adviser,1992-05-06,Israel,Claas,298 Summit Street,Portland,04103-1619,Maine,ME,United States,1,4653236962,https://upload.wikimedia.org/wikipedia/commons/0/0d/Hen_Yanni_by_Daniel_Kaminsky.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Hen_Yanni_by_Daniel_Kaminsky.jpg/250px-Hen_Yanni_by_Daniel_Kaminsky.jpg,"Hen Yanni (in Hebrew: חן יאני); Israeli actress and a Musician about Hen Yanni Archived 2012-12-11 at the Wayback Machine, in Hen Yanni's site</ref>",00921.jpg,00924.jpg,Asia,North America
<Manuela_Beltrán>,f,Beltrán,Manuela,File:Escudo UMB.png,dupo@gmail.com,cinematographer,1969-01-15,Colombia,BASF,211 Salt Lake Boulevard,Honolulu,96818,Hawaii,HI,United States,1,7676164652,https://upload.wikimedia.org/wikipedia/commons/0/0a/Escudo_UMB.png,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Escudo_UMB.png/250px-Escudo_UMB.png,Manuela Beltrán was a Neogranadine woman who organized a peasant revolt against excess taxation in 1780.,00066.png,00085.png,South America,North America
